MSC02070	MSC07237	MSC02149	MSC02022 	MSC06647(HI00128)	MSC06651(HI00132)	MSC06663(HI00144)	MSC07169 	MSC07771 	9362	9733	10184	10189	10343	9885	10029	10185	10188	8689	10398	7809	5428	6756	10246	5674	6171	6651	10239	7948	10351	6086	6216	10186	8957	8745	9898	10356	7324	7368	7559	8811	8699	7459	7462	7732	8914	6239	6346	8691	9928	9276	B124	J028	J078	T030	J001	J017	J081	J082	J089	J134	T039	T042	T045	T046	T073	J118	B012	J092	T090	T100	T104	J093	J127	T022	T116	J009	J115	J084	J090	B105	J083	J137	J096	J130	J043	T025	J091	J139	T031	T070	T089	T103	T110	H613	H727	H791	H823	H843	H844	H891	H896	H959	H994	H1082	H1122	H1139	H1155	H1209	H1244	H500	H705	H795	H807	H850	H918	H941	H979	H1021	H1099	H1101	H1110	H1224	H1236	H1090	H1182	H1257	Pt1-0M	Pt1-6M	Pt1-24M	Pt3-6M	Pt3-12M	Pt6-18M	Pt10-24M	14/1439	14/0403	14/0787	14/1650	14/1861b	15/0648	16/0446	16/0467	16/1850	16/1889	13/1474	14/0643	16/0075	16/0924	14/1861a	15/0096	16/0620	16/1721	15/0086	15/0146	H2754	H3106	H2876	H2686	H2540	H2528	H3099	H2888	H2743	H2980	H2802	H2744	H2684	H2629	H3041	H2880	H2793	H2841	H2703	H2845	H2766	H3053	H2623	H2738	H2895	H2982	H3006	H2576	H2984	H3049	H2537	H2899	H2970	H2698	H3042	H2561	H2772	H2734	H2775	H2660	H2666	H2681	H2709	H3012	H2577	H2840	H2691	H2555	H2658	H2776	H3087	H2710	H2790	H2670	H2544	Fernando_1	Fernando_2	Fernando_3	Fernando_4	Fernando_5	Fernando_6	Fernando_7	Fernando_8	Fernando_9	Fernando_10	Fernando_11	Fernando_12	Fernando_13	Fernando_14	Fernando_15	Fernando_16	Fernando_17	Fernando_18	H4379	H4494	H4503	H3229	H3630	H3632	H3805	H3653	H2754	H3934	H4491	H4523	H4538	H3664	H4960	H5056	H5107	H2544	H2670	H4838	H3371	H3905	H4561	H2527	H2537	H2540	H2576	H3335	H3977	H4444	H4702	H4757	H4883	H2710	H2790	H4531	H2841	H3131	H3480	H3857	H4023	H4083	H4251	H4679	H2775	H3543	CF55-1	Rd-1	Rd?BLNAR1-1	Rd?BLPACR4-1	Rd?BLPACR7-1	ATCC49247-1	UTAS252-1	Skaare_01	Skaare_02	Skaare_03	Skaare_04	Skaare_05	Skaare_06	ATCC 49247	ATCC 49766	Setchanova_01	Setchanova_02	Setchanova_04	Setchanova_05	Setchanova_06
susceptible	resistant
1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1
